poll|position|artist|track
1994|90|Smashing Pumpkins|Dancing in the Moonlight
1994|91|Counting Crows|Round Here
1994|92|Collective Soul|Shine
1994|93|Things of Stone and Wood|Wildflowers
1994|94|Page and Plant|Gallows Pole
1994|95|Def FX|Masses Like Asses
1994|96|Blur|Girls & Boys {Remix}
1994|97|Ini Kamoze|Here Comes the Hotstepper
1994|98|The Tea Party|A Certain Slant of Light
1994|99|Angelique Kidjo|Agolo
1994|100|Lisa Loeb & Nine Stories|Stay (I Missed You)
1993|1|Denis Leary|Asshole
1993|2|Radiohead|Creep
1993|3|The Cranberries|Linger
1993|4|Blind Melon|No Rain
1993|5|The Breeders|Cannonball
1993|6|Rage Against the Machine|Killing in the Name
1993|7|U2|Lemon
1993|8|Pearl Jam|Go
1993|9|The Cruel Sea|The Honeymoon Is Over
1993|10|Atomic Swing|Stone Me into the Groove
1993|11|R.E.M.|Everybody Hurts
1993|12|Stone Temple Pilots|Plush
1993|13|Red Hot Chili Peppers|Soul to Squeeze
1993|14|Violent Femmes|I Held Her in My Arms
1993|15|Iggy Pop|Wild America
1993|16|Urge Overkill|Sister Havana
1993|17|Cypress Hill|Hits From the Bong
1993|18|Pet Shop Boys|Go West
1993|19|Neneh Cherry & Michael Stipe|Trout
1993|20|Nirvana|Heart-Shaped Box
1993|21|The Cruel Sea|Black Stick
1993|22|Nick Cave & The Bad Seeds|The Ship Song
1993|23|Bjork|Human Behaviour
1993|24|4 Non Blondes|What's Up?
1993|25|Belly|Feed the Tree
1993|26|Efua|Somewhere
1993|27|Tool|Sober
1993|28|Lenny Kravitz|Are You Gonna Go My Way
1993|29|Ace of Base|All That She Wants
1993|30|k.d. lang|Constant Craving
1993|31|U2|Numb
1993|32|Paw|Jessie
1993|33|Porno for Pyros|Pets
1993|34|US3|Cantaloop
1993|35|Salt-N-Pepa|Shoop
1993|36|Hoodoo Gurus|The Right Time
1993|37|Juliana Hatfield|My Sister
1993|38|Dinosaur Jr.|Get Me
1993|39|The Cure|Friday I'm in Love
1993|40|Ween|Push th' Little Daisies
1993|41|Yothu Yindi|World Turning
1993|42|Gabrielle|Dreams
1993|43|The Smashing Pumpkins|Cherub Rock
1993|44|Headless Chickens|Juice
1993|45|Dinosaur Jr.|Start Choppin
1993|46|King Missile|Detachable Penis
1993|47|Chaka Demus & Pliers|Tease Me
1993|48|Dave Graney 'n' the Coral Snakes|Night of the Wolverine
1993|49|Living Colour|Bi
1993|50|You Am I|Adam's Ribs
1993|51|Alice in Chains|Would?
1993|52|Soul Asylum|Runaway Train
1993|53|Buffalo Tom|Taillights Fade
1993|54|Hunters and Collectors|Holy Grail
1993|55|Deborah Conway|Alive and Brilliant
1993|56|Pet Shop Boys|Can You Forgive Her?
1993|57|Headless Chickens|Choppers
1993|58|King Missile|Jesus Was Way Cool
1993|59|Dave Graney 'n' the Coral Snakes|You're Just too Hip Baby
1993|60|Crowded House|Distant Sun
1993|61|Christine Anu & Paul Kelly|Last Train
1993|62|Faith No More|Easy
1993|63|The Sharp|Scratch My Back
1993|64|Screaming Trees|Nearly Lost You
1993|65|New Order|Regret
1993|66|Utah Saints|Something Good
1993|67|Apache Indian|Boom Shack-A-Lak
1993|68|Culture Beat|Mr Vain
1993|69|Suede|Animal Nitrate
1993|70|Ed Kuepper|Sleepy Head
1993|71|Living Colour|Nothingness {Remix}
1993|72|Barefoot|Baby
1993|73|Arrested Development|Mr. Wendal
1993|74|Sub Sub|Ain't No Love (Ain't No Use)
1993|75|Suede|The Drowners
1993|76|Caligula|Before
1993|77|The Badloves|Lost
1993|78|East 17|Deep
1993|79|The Lemonheads|Mrs. Robinson
1993|80|Alice in Chains|Rooster
1993|81|Cypress Hill|Insane in the Brain
1993|82|The Badloves|Green Limousine
1993|83|Underground Lovers|Your Eyes {Remix}
1993|84|Rage Against the Machine|Bullet in the Head
1993|85|Green Jelly|Three Little Pigs
1993|86|New Order|World (The Price of Love)
1993|87|Swoop|Do It
1993|88|Grant Lee Buffalo|Dixie Drug Store
1993|89|Mixed Relations|Aboriginal Woman
1993|90|Blur|For Tomorrow
1993|91|Things of Stone and Wood|Happy Birthday Helen
1993|92|Depeche Mode|I Feel You
1993|93|R.E.M.|Man on the Moon
1993|94|Inner Circle|Sweat (A La La La La Long)
1993|95|The Cruel Sea|Delivery Man
1993|96|10,000 Maniacs|Candy Everybody Wants
1993|97|Kate Bush|Rubberband Girl
1993|98|Kev Carmody|Freedom
1993|99|The Shamen|Ebeneezer Goode
1993|100|Van Morrison & John Lee Hooker|Gloria
All-time '91|1|Nirvana|Smells Like Teen Spirit
All-time '91|2|Joy Division|Love Will Tear Us Apart
All-time '91|3|Nirvana|Lithium
All-time '91|4|Hunters & Collectors|Throw Your Arms Around Me
All-time '91|5|Andy Prieboy|Tomorrow Wendy
All-time '91|6|The Smiths|How Soon Is Now?
All-time '91|7|The Stone Roses|Fools Gold
All-time '91|8|The Cure|A Forest
All-time '91|9|Violent Femmes|Blister In The Sun
All-time '91|10|New Order|Blue Monday
All-time '91|11|The Cure|Just Like Heaven
All-time '91|12|R.E.M.|It's The End Of The World
All-time '91|13|The The|Uncertain Smile
All-time '91|14|Nick Cave & The Bad Seeds|The Ship Song
All-time '91|15|Jane's Addiction|Been Caught Stealing
All-time '91|16|The Cult|She Sells Sanctuary
All-time '91|17|Jane's Addiction|Jane Says
All-time '91|18|Violent Femmes|Add It Up
All-time '91|19|Kate Bush|Wuthering Heights
All-time '91|20|Falling Joys|Lock It
All-time '91|21|Violent Femmes|Kiss Off
All-time '91|22|Billy Bragg|Sexuality
All-time '91|23|The Jam|That's Entertainment
All-time '91|24|New Order|Bizarre Love Triangle
All-time '91|25|Sex Pistols|Anarchy in the U.K.
All-time '91|26|Dead Kennedys|Holiday in Cambodia
All-time '91|27|Guns N' Roses|Sweet Child o' Mine
All-time '91|28|Pixies|Debaser
All-time '91|29|The Smiths|This Charming Man
All-time '91|30|Led Zeppelin|Stairway to Heaven
All-time '91|31|The Church|Under the Milky Way
All-time '91|32|R.E.M.|Losing My Religion
All-time '91|33|Clouds|Hieronymus
All-time '91|34|Died Pretty|DC
All-time '91|35|The Cure|Primary
All-time '91|36|The Smiths|There Is a Light That Never Goes Out
All-time '91|37|The Cure|Close to Me
All-time '91|38|Boys Next Door|Shivers
All-time '91|39|Red Hot Chili Peppers|Give It Away
All-time '91|40|R.E.M.|The One I Love
All-time '91|41|Ratcat|That Ain't Bad
All-time '91|42|Sinead O'Connor|Troy
All-time '91|43|The Cure|Boys Don't Cry
All-time '91|44|The Cure|Lullaby
All-time '91|45|Hunters & Collectors|Talking to a Stranger
All-time '91|46|They Might Be Giants|Birdhouse in Your Soul
All-time '91|47|Radio Birdman|Aloha Steve and Danno
All-time '91|48|The Cure|In Between Days
All-time '91|49|Queen|Bohemian Rhapsody
All-time '91|50|This Mortal Coil|Song to the Siren
All-time '91|51|Tall Tales and True|Trust
All-time '91|52|The Triffids|Wide Open Road
All-time '91|53|Hunters & Collectors|The Slab
All-time '91|54|Soft Cell|Tainted Love
All-time '91|55|New Order|True Faith
All-time '91|56|Sonic Youth|Kool Thing
All-time '91|57|Billy Bragg|Waiting for the Great Leap Forward
All-time '91|58|Pink Floyd|Wish You Were Here
All-time '91|59|The Doors|The End
All-time '91|60|Metallica|Enter Sandman
All-time '91|61|The Jimi Hendrix Experience|All Along the Watchtower
All-time '91|62|R.E.M.|Orange Crush
All-time '91|63|Metallica|The Unforgiven
All-time '91|64|Massive Attack|Unfinished Sympathy
All-time '91|65|R.E.M.|Fall On Me
All-time '91|66|Straitjacket Fits|Down in Splendour
All-time '91|67|Clouds|4 PM
All-time '91|68|The Cure|Pictures of You
All-time '91|69|Frente!|Labour of Love
All-time '91|70|The Church|The Unguarded Moment
All-time '91|71|Ned's Atomic Dustbin|Grey Cell Green
All-time '91|72|The Smiths|Bigmouth Strikes Again
All-time '91|73|Pink Floyd|Comfortably Numb
All-time '91|74|The Cure|The Lovecats
All-time '91|75|Billy Bragg|Levi Stubbs Tears
All-time '91|76|Nirvana|Come As You Are
All-time '91|77|The B-52's|Rock Lobster
All-time '91|78|The Doors|L.A Woman
All-time '91|79|Dinosaur Jr|Freak Scene
All-time '91|80|Def FX|Surfers of the Mind
All-time '91|81|The Stone Roses|She Bangs The Drums
All-time '91|82|Ride|Vapour Trail
All-time '91|83|Yothu Yindi|Treaty
All-time '91|84|The Only Ones|Another Girl, Another Planet
All-time '91|85|Dramarama|Anything, Anything (I'll Give You)
All-time '91|86|The Wonder Stuff|The Size of a Cow
All-time '91|87|The Rolling Stones|Sympathy for the Devil
All-time '91|88|Nick Cave & The Bad Seeds|Mercy Seat
All-time '91|89|Metallica|One
All-time '91|90|My Bloody Valentine|Soon
All-time '91|91|Pixies|Monkey Gone to Heaven
All-time '91|92|Public Enemy|Bring the Noise
All-time '91|93|XTC|Dear God
All-time '91|94|Pixies|Wave Of Mutilation
All-time '91|95|Jesus Jones|Info Freako
All-time '91|96|The Go-Betweens|Cattle and Cane
All-time '91|97|The Clash|London Calling
All-time '91|98|U2|Bad
All-time '91|99|Nick Cave & The Bad Seeds|Deanna
All-time '91|100|Prince|Cream
All-time '90|1|Joy Division|Love Will Tear Us Apart
All-time '90|2|Hunters & Collectors|Throw Your Arms Around Me
All-time '90|3|The Smiths|How Soon Is Now?
All-time '90|4|The The|Uncertain Smile
All-time '90|5|New Order|Blue Monday
All-time '90|6|The Stone Roses|Fool's Gold
All-time '90|7|The Smiths|This Charming Man
All-time '90|8|The B-52's|Rock Lobster
All-time '90|9|R.E.M.|It's The End Of The World
All-time '90|10|The Jam|That's Entertainment
All-time '90|11|The Cure|A Forest
All-time '90|12|Dead Kennedys|Holiday in Cambodia
All-time '90|13|Sinead O'Connor|Troy
All-time '90|14|The Church|Under the Milky Way
All-time '90|15|Boys Next Door|Shivers
All-time '90|16|The Sugarcubes|Birthday
All-time '90|17|Kate Bush|Wuthering Heights
All-time '90|18|Pixies|Debaser
All-time '90|19|The Cure|Primary
All-time '90|20|Sex Pistols|Anarchy in the U.K.
All-time '90|21|New Order|Bizarre Love Triangle
All-time '90|22|The Cult|She Sells Sanctuary
All-time '90|23|The Cure|Boys Don't Cry
All-time '90|24|Black Box|Ride On Time
All-time '90|25|The Cure|Just Like Heaven
All-time '90|26|Hunters & Collectors|The Slab
All-time '90|27|The Go-Betweens|Cattle And Cane
All-time '90|28|The Clash|London Calling
All-time '90|29|Public Enemy|Fight the Power
All-time '90|30|The Only Ones|Another Girl, Another Planet
All-time '90|31|This Mortal Coil|Song to the Siren
All-time '90|32|Hunters & Collectors|Talking to a Stranger
All-time '90|33|N.W.A.|Fuck tha Police
All-time '90|34|Pixies|Monkey Gone to Heaven
All-time '90|35|Pink Floyd|Wish You Were Here
All-time '90|36|Neneh Cherry|Buffalo Stance
All-time '90|37|Prince|Sign 'O' the Times
All-time '90|38|Soft Cell|Tainted Love
All-time '90|39|Prince|Kiss
All-time '90|40|Soul II Soul|Back to Life (However Do You Want Me)
All-time '90|41|Violent Femmes|Blister In The Sun
All-time '90|42|Aretha Franklin|Respect
All-time '90|43|The Cure|Lullaby
All-time '90|44|The Smiths|There Is a Light That Never Goes Out
All-time '90|45|Jesus Jones|Info Freako
All-time '90|46|R.E.M.|The One I Love
All-time '90|47|Died Pretty|Everybody Moves
All-time '90|48|ABBA|Dancing Queen
All-time '90|49|The Triffids|Wide Open Road
All-time '90|50|David Bowie|Heroes
All-time '90|51|The Stone Roses|She Bangs The Drums
All-time '90|52|The Doors|The End
All-time '90|53|The Smiths|Bigmouth Strikes Again
All-time '90|54|Radio Birdman|Aloha Steve and Danno
All-time '90|55|Pixies|Here Comes Your Man
All-time '90|56|The Sundays|Can't Be Sure
All-time '90|57|The Church|The Unguarded Moment
All-time '90|58|Billy Bragg|Waiting for the Great Leap Forwards
All-time '90|59|Billy Bragg|Greetings to the New Brunette
All-time '90|60|Nick Cave & The Bad Seeds|Deanna
All-time '90|61|Led Zeppelin|Stairway to Heaven
All-time '90|62|The Doors|L.A. Woman
All-time '90|63|Elvis Costello|Alison
All-time '90|64|Simple Minds|Love Song
All-time '90|65|New Order|Temptation
All-time '90|66|John Lennon|Imagine
All-time '90|67|The Cure|The Lovecats
All-time '90|68|New Order|True Faith
All-time '90|69|Sinead O'Connor|Nothing Compares 2 U
All-time '90|70|Pop Will Eat Itself|Wise Up! Sucker
All-time '90|71|Hunters & Collectors|Say Goodbye
All-time '90|72|The Cure|In Between Days
All-time '90|73|Elvis Costello|I Want You
All-time '90|74|Dinosaur Jr|Freak Scene
All-time '90|75|Sakamoto And Sylvian|Forbidden Colours
All-time '90|76|Concrete Blonde|God Is a Bullet
All-time '90|77|The Rolling Stones|Sympathy for the Devil
All-time '90|78|R.E.M.|Fall On Me
All-time '90|79|Talking Heads|Once In A Lifetime
All-time '90|80|Madonna|Into the Groove
All-time '90|81|Double Trouble And Rebel MC|Street Tuff
All-time '90|82|Billy Bragg|Levi Stubbs Tears
All-time '90|83|The Jimi Hendrix Experience|All Along the Watchtower
All-time '90|84|Joy Division|Atmosphere
All-time '90|85|The Go-Betweens|Bye Bye Pride
All-time '90|86|Laughing Clowns|Eternally Yours
All-time '90|87|Violent Femmes|Add It Up
All-time '90|88|The B-52's|Love Shack
All-time '90|89|Sonic Youth|Teen Age Riot
All-time '90|90|Marvin Gaye|Sexual Healing
All-time '90|91|De La Soul|Say No Go
All-time '90|92|The Church|Reptile
All-time '90|93|Tall Tales And True|Trust
All-time '90|94|The The|This Is the Day
All-time '90|95|Pink Floyd|Comfortably Numb
All-time '90|96|Concrete Blonde|Happy Birthday
All-time '90|97|The B-52's|Roam
All-time '90|98|Lou Reed|Walk On The Wild Side
All-time '90|99|R.E.M.|Orange Crush
All-time '90|100|Depeche Mode|Just Can't Get Enough
All-time '89|1|Joy Division|Love Will Tear Us Apart
All-time '89|2|Hunters & Collectors|Throw Your Arms Around Me
All-time '89|3|The The|Uncertain Smile
All-time '89|4|The Jam|That's Entertainment
All-time '89|5|New Order|Blue Monday
All-time '89|6|Dead Kennedys|Holiday in Cambodia
All-time '89|7|The Smiths|How Soon Is Now?
All-time '89|8|Hunters & Collectors|Talking To A Stranger
All-time '89|9|The Sugarcubes|Birthday
All-time '89|10|The Cure|A Forest
All-time '89|11|The Go-Betweens|Cattle And Cane
All-time '89|12|Boys Next Door|Shivers
All-time '89|13|The Smiths|This Charming Man
All-time '89|14|The B-52's|Rock Lobster
All-time '89|15|This Mortal Coil|Song To The Siren
All-time '89|16|Elvis Costello|Alison
All-time '89|17|Sex Pistols|Anarchy in the U.K.
All-time '89|18|The Clash|London Calling
All-time '89|19|The Cure|Primary
All-time '89|20|Billy Bragg|Waiting For The Great Leap Forwards
All-time '89|21|Aretha Franklin|Respect
All-time '89|22|R.E.M.|It's The End Of The World As We Know It
All-time '89|23|Radio Birdman|Aloha Steve And Danno
All-time '89|24|Art Of Noise and Tom Jones|Kiss
All-time '89|25|Machinations|Average Inadequacy
All-time '89|26|The Only Ones|Another Girl, Another Planet
All-time '89|27|The Smiths|Bigmouth Strikes Again
All-time '89|28|The Saints|Know Your Product
All-time '89|29|The Cure|Boys Don't Cry
All-time '89|30|Led Zeppelin|Stairway to Heaven
All-time '89|31|John Lennon|Imagine
All-time '89|32|Talking Heads|Psycho Killer
All-time '89|33|Pink Floyd|Wish You Were Here
All-time '89|34|Prince|Kiss
All-time '89|35|The Cult|She Sells Sanctuary
All-time '89|36|Simple Minds|Love Song
All-time '89|37|Prince|Sign 'O' the Times
All-time '89|38|Billy Bragg|Greetings To The New Brunette
All-time '89|39|David Bowie|Heroes
All-time '89|40|The Doors|L.A. Woman
All-time '89|41|Sinead O'Connor|Troy
All-time '89|42|The Church|The Unguarded Moment
All-time '89|43|Kate Bush|Wuthering Heights
All-time '89|44|The Damned|Smash It Up
All-time '89|45|R.E.M.|The One I Love
All-time '89|46|Violent Femmes|Blister In The Sun
All-time '89|47|Iggy Pop|Lust For Life
All-time '89|48|Enya|Orinoco Flow
All-time '89|49|The Jimi Hendrix Experience|All Along the Watchtower
All-time '89|50|The Doors|The End
All-time '89|51|The Saints|(I'm) Stranded
All-time '89|52|Womack & Womack|Teardrops
All-time '89|53|Sex Pistols|God Save the Queen
All-time '89|54|Echo & The Bunnymen|The Cutter
All-time '89|55|Television|Marquee Moon
All-time '89|56|The Sunnyboys|Alone With You
All-time '89|57|Midnight Oil|Wedding Cake Island
All-time '89|58|Elvis Costello|I Want You
All-time '89|59|Art Of Noise|Moments In Love
All-time '89|60|Sakamoto And Sylvian|Forbidden Colours
All-time '89|61|Neneh Cherry|Buffalo Stance
All-time '89|62|Marvin Gaye|Sexual Healing
All-time '89|63|The Rolling Stones|Sympathy for the Devil
All-time '89|64|The Smiths|There Is a Light That Never Goes Out
All-time '89|65|Sex Pistols|Pretty Vacant
All-time '89|66|The Cure|Close To Me
All-time '89|67|New Order|Bizarre Love Triangle
All-time '89|68|The Triffids|Wide Open Road
All-time '89|69|The Beatles|A Day in the Life
All-time '89|70|Nick Cave & The Bad Seeds|Deanna
All-time '89|71|Elvis Costello|Pump It Up
All-time '89|72|The Go-Betweens|Bachelor Kisses
All-time '89|73|Elvis Costello|Watching The Detectives
All-time '89|74|Propaganda|Duel
All-time '89|75|The Jam|Going Underground
All-time '89|76|Derek And The Dominos|Layla
All-time '89|77|Lou Reed|Walk On The Wild Side
All-time '89|78|The Saints|Ghost Ships
All-time '89|79|Warumpi Band|My Island Home
All-time '89|80|Cocteau Twins|Blue Bell Knoll
All-time '89|81|XTC|Making Plans For Nigel
All-time '89|82|The Stranglers|Golden Brown
All-time '89|83|Hunters & Collectors|The Slab
All-time '89|84|Talking Heads|Burning Down The House
All-time '89|85|Grandmaster Flash|The Message
All-time '89|86|The Doors|Riders On The Storm
All-time '89|87|The Jam|Down in the Tube Station at Midnight
All-time '89|88|Midnight Oil|Power And The Passion
All-time '89|89|The Go-Betweens|Bye Bye Pride
All-time '89|90|Daddy Cool|Eagle Rock
All-time '89|91|Elvis Presley|Suspicious Minds
All-time '89|92|Aretha Franklin|I Say A Little Prayer
All-time '89|93|Lime Spiders|Slave Girl
All-time '89|94|Blondie|Heart of Glass
All-time '89|95|Cold Chisel|Khe Sanh
All-time '89|96|Laurie Anderson|O Superman
All-time '89|97|Hunters & Collectors|Say Goodbye
All-time '89|98|Do-Re-Mi|Man Overboard
All-time '89|99|Outline|Cicada That Ate Five Dock
All-time '89|100|Nick Cave & The Bad Seeds|The Mercy Seat
poll|position|artist|track
